other_id,position,confidence,time
1,"(0, 1, 0)",10.208010167033628,73
1,"(0, 1, 0)",9.208010167033628,74
1,"(0, 1, 0)",8.208010167033628,75
1,"(0, 1, 0)",7.208010167033628,76
1,"(0, 1, 0)",6.208010167033628,77
1,"(0, 1, 0)",5.208010167033628,78
1,"(0, 1, 0)",5.000000000000007,78.20801016703362
1,"(0, 1, 0)",20.0,78.20801016703362
1,"(0, 1, 0)",19.20801016703362,79
1,"(0, 1, 0)",18.20801016703362,80
1,"(0, 1, 0)",17.20801016703362,81
1,"(0, 1, 0)",16.20801016703362,82
1,"(0, 1, 0)",15.20801016703362,83
1,"(0, 1, 0)",14.20801016703362,84
1,"(0, 1, 0)",13.20801016703362,85
1,"(0, 1, 0)",12.20801016703362,86
1,"(0, 1, 0)",11.20801016703362,87
1,"(0, 1, 0)",10.20801016703362,88
1,"(0, 1, 0)",9.20801016703362,89
1,"(0, 1, 0)",8.20801016703362,90
1,"(0, 1, 0)",7.2080101670336205,91
1,"(0, 1, 0)",6.2080101670336205,92
1,"(0, 1, 0)",5.2080101670336205,93
1,"(0, 1, 0)",5.0,93.20801016703362
1,"(0, 1, 0)",20.0,93.20801016703362
1,"(0, 1, 0)",19.20801016703362,94
1,"(0, 1, 0)",18.20801016703362,95
1,"(0, 1, 0)",17.20801016703362,96
1,"(0, 1, 0)",16.20801016703362,97
1,"(0, 1, 0)",15.20801016703362,98
1,"(0, 1, 0)",14.20801016703362,99
1,"(0, 1, 0)",13.20801016703362,100
1,"(0, 1, 0)",12.20801016703362,101
1,"(0, 1, 0)",11.20801016703362,102
1,"(0, 1, 0)",10.20801016703362,103
1,"(0, 1, 0)",9.20801016703362,104
1,"(0, 1, 0)",8.20801016703362,105
1,"(0, 1, 0)",7.2080101670336205,106
1,"(0, 1, 0)",6.2080101670336205,107
1,"(0, 1, 0)",5.2080101670336205,108
1,"(0, 1, 0)",5.0,108.20801016703362
1,"(0, 1, 0)",20.0,108.20801016703362
1,"(0, 1, 0)",19.20801016703362,109
1,"(0, 1, 0)",18.20801016703362,110
1,"(0, 1, 0)",17.20801016703362,111
1,"(0, 1, 0)",16.20801016703362,112
1,"(0, 1, 0)",15.20801016703362,113
1,"(0, 1, 0)",14.20801016703362,114
1,"(0, 1, 0)",13.20801016703362,115
1,"(0, 1, 0)",12.20801016703362,116
1,"(0, 1, 0)",11.20801016703362,117
1,"(0, 1, 0)",10.20801016703362,118
1,"(0, 1, 0)",9.20801016703362,119
1,"(0, 1, 0)",8.20801016703362,120
1,"(0, 1, 0)",7.2080101670336205,121
1,"(0, 1, 0)",6.2080101670336205,122
1,"(0, 1, 0)",5.2080101670336205,123
1,"(0, 1, 0)",5.0,123.20801016703362
1,"(0, 1, 0)",20.0,123.20801016703362
1,"(0, 1, 0)",19.20801016703362,124
1,"(0, 1, 0)",18.20801016703362,125
1,"(0, 1, 0)",17.20801016703362,126
1,"(0, 1, 0)",16.20801016703362,127
1,"(0, 1, 0)",15.20801016703362,128
1,"(0, 1, 0)",14.20801016703362,129
1,"(0, 1, 0)",13.20801016703362,130
1,"(0, 1, 0)",12.20801016703362,131
1,"(0, 1, 0)",11.20801016703362,132
1,"(0, 1, 0)",10.20801016703362,133
1,"(0, 1, 0)",9.20801016703362,134
1,"(0, 1, 0)",8.20801016703362,135
1,"(0, 1, 0)",7.2080101670336205,136
1,"(0, 1, 0)",6.2080101670336205,137
1,"(0, 1, 0)",5.2080101670336205,138
1,"(0, 1, 0)",5.0,138.20801016703362
1,"(0, 1, 0)",20.0,138.20801016703362
1,"(0, 1, 0)",19.20801016703362,139
1,"(0, 1, 0)",18.20801016703362,140
1,"(0, 1, 0)",17.20801016703362,141
1,"(0, 1, 0)",16.20801016703362,142
1,"(0, 1, 0)",15.20801016703362,143
1,"(0, 1, 0)",14.20801016703362,144
1,"(0, 1, 0)",13.20801016703362,145
1,"(0, 1, 0)",12.20801016703362,146
1,"(0, 1, 0)",11.20801016703362,147
1,"(0, 1, 0)",10.20801016703362,148
1,"(0, 1, 0)",9.20801016703362,149
1,"(0, 1, 0)",8.20801016703362,150
1,"(0, 1, 0)",7.2080101670336205,151
1,"(0, 1, 0)",6.2080101670336205,152
1,"(0, 1, 0)",5.2080101670336205,153
1,"(0, 1, 0)",5.0,153.20801016703362
1,"(0, 1, 0)",20.0,153.20801016703362
1,"(0, 1, 0)",19.20801016703362,154
1,"(0, 1, 0)",18.20801016703362,155
1,"(0, 1, 0)",17.20801016703362,156
1,"(0, 1, 0)",16.20801016703362,157
1,"(0, 1, 0)",15.20801016703362,158
1,"(0, 1, 0)",14.20801016703362,159
1,"(0, 1, 0)",13.20801016703362,160
1,"(0, 1, 0)",12.20801016703362,161
1,"(0, 1, 0)",11.20801016703362,162
1,"(0, 1, 0)",10.20801016703362,163
1,"(0, 1, 0)",9.20801016703362,164
1,"(0, 1, 0)",8.20801016703362,165
1,"(0, 1, 0)",7.2080101670336205,166
1,"(0, 1, 0)",6.2080101670336205,167
1,"(0, 1, 0)",5.2080101670336205,168
1,"(0, 1, 0)",5.0,168.20801016703362
1,"(0, 1, 0)",20.0,168.20801016703362
1,"(0, 1, 0)",19.20801016703362,169
1,"(0, 1, 0)",18.20801016703362,170
1,"(0, 1, 0)",17.20801016703362,171
1,"(0, 1, 0)",16.20801016703362,172
1,"(0, 1, 0)",15.20801016703362,173
1,"(0, 1, 0)",14.20801016703362,174
1,"(0, 1, 0)",13.20801016703362,175
1,"(0, 1, 0)",12.20801016703362,176
1,"(0, 1, 0)",11.20801016703362,177
1,"(0, 1, 0)",10.20801016703362,178
1,"(0, 1, 0)",9.20801016703362,179
1,"(0, 1, 0)",8.20801016703362,180
1,"(0, 1, 0)",7.2080101670336205,181
1,"(0, 1, 0)",6.2080101670336205,182
1,"(0, 1, 0)",5.2080101670336205,183
1,"(0, 1, 0)",5.0,183.20801016703362
1,"(0, 1, 0)",20.0,183.20801016703362
1,"(0, 1, 0)",19.20801016703362,184
1,"(0, 1, 0)",18.20801016703362,185
1,"(0, 1, 0)",17.20801016703362,186
1,"(0, 1, 0)",16.20801016703362,187
1,"(0, 1, 0)",15.20801016703362,188
1,"(0, 1, 0)",14.20801016703362,189
1,"(0, 1, 0)",13.20801016703362,190
1,"(0, 1, 0)",12.20801016703362,191
1,"(0, 1, 0)",11.20801016703362,192
1,"(0, 1, 0)",10.20801016703362,193
1,"(0, 1, 0)",9.20801016703362,194
1,"(0, 1, 0)",8.20801016703362,195
1,"(0, 1, 0)",7.2080101670336205,196
1,"(0, 1, 0)",6.2080101670336205,197
1,"(0, 1, 0)",5.2080101670336205,198
1,"(0, 1, 0)",5.0,198.20801016703362
1,"(0, 1, 0)",20.0,198.20801016703362
1,"(0, 1, 0)",19.20801016703362,199
1,"(0, 1, 0)",18.20801016703362,200
1,"(0, 1, 0)",17.20801016703362,201
1,"(0, 1, 0)",16.20801016703362,202
1,"(0, 1, 0)",15.20801016703362,203
1,"(0, 1, 0)",14.20801016703362,204
1,"(0, 1, 0)",13.20801016703362,205
1,"(0, 1, 0)",12.20801016703362,206
1,"(0, 1, 0)",11.20801016703362,207
1,"(0, 1, 0)",10.20801016703362,208
1,"(0, 1, 0)",9.20801016703362,209
1,"(0, 7, 0)",8.20801016703362,210
1,"(0, 7, 0)",7.2080101670336205,211
1,"(0, 7, 0)",6.2080101670336205,212
1,"(0, 7, 0)",5.2080101670336205,213
1,"(0, 7, 0)",4.2080101670336205,214
1,"(0, 7, 0)",3.2080101670336205,215
1,"(0, 7, 0)",2.2080101670336205,216
1,"(0, 7, 0)",1.2080101670336205,217
1,"(0, 7, 0)",0.20801016703362052,218
1,"(0, 7, 0)",0,219
1,"(0, 7, 0)",0,220
1,"(0, 7, 0)",0,221
1,"(0, 7, 0)",0,222
1,"(0, 7, 0)",0,223
1,"(0, 7, 0)",0,224
1,"(0, 7, 0)",0,225
1,"(0, 7, 0)",0,226
1,"(0, 7, 0)",0,227
1,"(0, 7, 0)",0,228
1,"(0, 7, 0)",0,229
1,"(0, 7, 0)",0,230
1,"(0, 7, 0)",0,231
1,"(0, 7, 0)",0,232
1,"(0, 7, 0)",0,233
1,"(0, 7, 0)",0,234
1,"(0, 7, 0)",0,235
1,"(0, 7, 0)",0,236
1,"(0, 7, 0)",0,237
1,"(0, 7, 0)",0,238
1,"(0, 7, 0)",0,239
1,"(0, 7, 0)",0,240
1,"(0, 7, 0)",0,241
1,"(0, 7, 0)",0,242
1,"(0, 7, 0)",0,243
1,"(0, 7, 0)",0,244
1,"(0, 7, 0)",0,245
1,"(0, 7, 0)",0,246
1,"(0, 7, 0)",0,247
1,"(0, 7, 0)",0,248
1,"(0, 7, 0)",0,249
1,"(0, 7, 0)",0,250
1,"(0, 7, 0)",0,251
1,"(0, 7, 0)",0,252
1,"(0, 7, 0)",0,253
1,"(0, 7, 0)",0,254
1,"(0, 7, 0)",0,255
1,"(0, 7, 0)",0,256
1,"(0, 7, 0)",0,257
1,"(0, 7, 0)",0,258
1,"(0, 7, 0)",0,259
1,"(0, 7, 0)",0,260
1,"(0, 7, 0)",0,261
1,"(0, 7, 0)",0,262
1,"(0, 7, 0)",0,263
1,"(0, 7, 0)",0,264
1,"(0, 7, 0)",0,265
1,"(0, 7, 0)",0,266
1,"(0, 7, 0)",0,267
1,"(0, 7, 0)",0,268
1,"(0, 7, 0)",0,269
1,"(0, 7, 0)",0,270
1,"(0, 7, 0)",0,271
1,"(0, 7, 0)",0,272
1,"(0, 7, 0)",0,273
1,"(0, 7, 0)",0,274
1,"(0, 7, 0)",0,275
1,"(0, 7, 0)",0,276
1,"(0, 7, 0)",0,277
1,"(0, 7, 0)",0,278
1,"(0, 7, 0)",0,279
1,"(0, 7, 0)",0,280
1,"(0, 7, 0)",0,281
1,"(0, 7, 0)",0,282
1,"(0, 7, 0)",0,283
1,"(0, 7, 0)",0,284
1,"(0, 7, 0)",0,285
1,"(0, 7, 0)",0,286
1,"(0, 7, 0)",0,287
1,"(0, 7, 0)",0,288
1,"(0, 7, 0)",0,289
1,"(0, 7, 0)",0,290
1,"(0, 7, 0)",0,291
1,"(0, 7, 0)",0,292
1,"(0, 7, 0)",0,293
1,"(0, 7, 0)",0,294
1,"(0, 7, 0)",0,295
1,"(0, 7, 0)",0,296
1,"(0, 7, 0)",0,297
1,"(0, 7, 0)",0,298
1,"(0, 7, 0)",0,299
1,"(0, 7, 0)",0,300
1,"(0, 7, 0)",0,301
